Plumtree,Plumtree,-20.4795,27.82,Zimbabwe,,2148
Kariba,Kariba,-16.5296,28.8,Zimbabwe,,25531
Hwange,Hwange,-18.37,26.5,Zimbabwe,,33989
Chiredzi,Chiredzi,-21.0496,31.66,Zimbabwe,,28205
Mazowe,Mazowe,-17.5196,30.97,Zimbabwe,Mashonaland Central,9966
Zvishavane,Zvishavane,-20.3296,30.05,Zimbabwe,Masvingo,35896
Shamva,Shamva,-17.3196,31.57,Zimbabwe,Mashonaland Central,10317
Harare,Harare,-17.8178,31.0447,Zimbabwe,Harare,1572000
Kwekwe,Kwekwe,-18.9296,29.8,Zimbabwe,Midlands,99149
Kadoma,Kadoma,-18.33,29.9099,Zimbabwe,Mashonaland West,79174
Gwanda,Gwanda,-20.9396,29.01,Zimbabwe,Matabeleland South,14450
Chinhoyi,Chinhoyi,-17.3596,30.18,Zimbabwe,,61739
Beitbridge,Beitbridge,-22.2096,29.99,Zimbabwe,,26459
Mutare,Mutare,-18.97,32.65,Zimbabwe,Manicaland,249365
Gweru,Gweru,-19.45,29.82,Zimbabwe,,183358
Karoi,Karoi,-16.8196,29.68,Zimbabwe,Mashonaland West,25030
Masvingo,Masvingo,-20.0596,30.82,Zimbabwe,Masvingo,76311
Bulawayo,Bulawayo,-20.17,28.58,Zimbabwe,Bulawayo,699385
Victoria Falls,Victoria Falls,-17.9296,25.84,Zimbabwe,Matabeleland North,35761
Chitungwiza,Chitungwiza,-18,31.1,Zimbabwe,Harare,340360
Maqat,Maqat,47.6482,53.3265,Kazakhstan,Atyraū,14082
Zhangaozen,Zhangaozen,43.3004,52.8,Kazakhstan,Mangghystaū,8895
Taraz,Taraz,42.9,71.365,Kazakhstan,Zhambyl,358153
Shymkent,Shymkent,42.32,69.595,Kazakhstan,Ongtüstik Qazaqstan,465392
Oral,Oral,51.2711,51.335,Kazakhstan,Batys Qazaqstan,209788
Balqash,Balqash,46.8532,74.9502,Kazakhstan,Qaraghandy,81364
Zaysan,Zaysan,47.4752,84.8598,Kazakhstan,Shyghys Qazaqstan,17600
Oytal,Oytal,42.9153,73.2549,Kazakhstan,Zhambyl,22673
Zholymbet,Zholymbet,51.7502,71.7099,Kazakhstan,Aqmola,6876
Serebryansk,Serebryansk,49.6999,83.4249,Kazakhstan,Shyghys Qazaqstan,701
Chapaev,Chapaev,50.1915,51.1449,Kazakhstan,Batys Qazaqstan,6000
Ridder,Ridder,50.3554,83.5149,Kazakhstan,Shyghys Qazaqstan,56756
Zhaltyr,Zhaltyr,51.6324,69.8328,Kazakhstan,Aqmola,694
Atbasar,Atbasar,51.8219,68.3477,Kazakhstan,Aqmola,35819
Aqsay,Aqsay,51.1714,53.0349,Kazakhstan,Batys Qazaqstan,34799
Shemonaikha,Shemonaikha,50.6316,81.905,Kazakhstan,Shyghys Qazaqstan,27176
Atasu,Atasu,48.6903,71.6499,Kazakhstan,Qaraghandy,19616
Rudny,Rudny,52.9527,63.13,Kazakhstan,Qostanay,124000
Makhambet,Makhambet,47.6714,51.5798,Kazakhstan,Atyraū,8905
Fort Shevchenko,Fort Shevchenko,44.5171,50.2666,Kazakhstan,Mangghystaū,5213
Qusmuryn,Qusmuryn,52.458,64.6,Kazakhstan,Qostanay,8049
Oktyabrsk,Oktyabrsk,49.4731,57.4449,Kazakhstan,Aqtöbe,28196
Khromtau,Khromtau,50.2699,58.45,Kazakhstan,Aqtöbe,23715
Algha,Algha,49.9032,57.335,Kazakhstan,Aqtöbe,28267
Embi,Embi,48.8268,58.1442,Kazakhstan,Aqtöbe,18760
Ushtobe,Ushtobe,45.2653,77.97,Kazakhstan,Almaty,20492
Burylbaytal,Burylbaytal,44.9387,74.0303,Kazakhstan,Zhambyl,100
Zhanibek,Zhanibek,49.4276,46.8772,Kazakhstan,Batys Qazaqstan,8212
Esil,Esil,51.957,66.3775,Kazakhstan,Aqmola,13504
Derzhavinsk,Derzhavinsk,51.1021,66.3075,Kazakhstan,Aqmola,15848
Saryshaghan,Saryshaghan,46.1195,73.6191,Kazakhstan,Qaraghandy,4365
Turgay,Turgay,49.626,63.499,Kazakhstan,Qostanay,5277
Sarqan,Sarqan,45.4203,79.9149,Kazakhstan,Almaty,76919
Arqalyq,Arqalyq,50.2418,66.8976,Kazakhstan,Qostanay,55521
Shalqar,Shalqar,47.8363,59.6141,Kazakhstan,Aqtöbe,27256
Shieli,Shieli,44.167,66.75,Kazakhstan,Qyzylorda,29832
Bayghanin,Bayghanin,48.6917,55.874,Kazakhstan,Aqtöbe,7657
Zhezqazghan,Zhezqazghan,47.78,67.77,Kazakhstan,Qaraghandy,104357
Mangyshlak,Mangyshlak,43.6905,51.1417,Kazakhstan,Mangghystaū,147443
Zhosaly,Zhosaly,45.4877,64.078,Kazakhstan,Qyzylorda,20065
Beyneu,Beyneu,45.1834,55.1,Kazakhstan,Mangghystaū,32452
Qazaly,Qazaly,45.7628,62.1075,Kazakhstan,Qyzylorda,6582
Aral,Aral,46.8,61.6666,Kazakhstan,Qyzylorda,33017
Ayakoz,Ayakoz,47.9647,80.4297,Kazakhstan,Shyghys Qazaqstan,45861
Urzhar,Urzhar,47.1002,81.6048,Kazakhstan,Shyghys Qazaqstan,14826
Qapshaghay,Qapshaghay,43.8844,77.0687,Kazakhstan,Almaty,42167
Esik,Esik,43.3691,77.4438,Kazakhstan,Almaty,35319
Turkistan,Turkistan,43.3016,68.2549,Kazakhstan,Ongtüstik Qazaqstan,97360
Qaratau,Qaratau,43.1854,70.46,Kazakhstan,Zhambyl,37881
Sharbaqty,Sharbaqty,52.4999,78.1499,Kazakhstan,Pavlodar,107
Oostanay,Oostanay,53.2209,63.6283,Kazakhstan,Qostanay,236901
Kachiry,Kachiry,53.0804,76.09,Kazakhstan,Pavlodar,8931
Kishkenekol,Kishkenekol,53.6368,72.3414,Kazakhstan,Soltüstik Qazaqstan,6779
Bulaevo,Bulaevo,54.9053,70.44,Kazakhstan,Soltüstik Qazaqstan,9886
Shonzhy,Shonzhy,43.5421,79.4703,Kazakhstan,Almaty,3902
Qyzylorda,Qyzylorda,44.8,65.465,Kazakhstan,Qyzylorda,300000
Qaraghandy,Qaraghandy,49.885,73.115,Kazakhstan,Qaraghandy,451800
Ertis,Ertis,53.3453,75.4499,Kazakhstan,Pavlodar,9216
Tayynsha,Tayynsha,53.8481,69.7638,Kazakhstan,Soltüstik Qazaqstan,13148
Qulan,Qulan,42.9204,72.705,Kazakhstan,Zhambyl,13128
Shu,Shu,43.5953,73.7448,Kazakhstan,Zhambyl,42439
Kentau,Kentau,43.5165,68.5199,Kazakhstan,Ongtüstik Qazaqstan,57408
Oskemen,Oskemen,49.99,82.6149,Kazakhstan,Shyghys Qazaqstan,319067
Aqtau,Aqtau,43.6232,51.2365,Kazakhstan,Mangghystaū,4479
Taldyqorghan,Taldyqorghan,45,78.4,Kazakhstan,Almaty,88380
Astana,Astana,51.1811,71.4278,Kazakhstan,Astana,345604
Aqtobe,Aqtobe,50.28,57.17,Kazakhstan,Aqtöbe,262457
Kokshetau,Kokshetau,53.3,69.42,Kazakhstan,Aqmola,128873
Petropavlovsk,Petropavlovsk,54.88,69.22,Kazakhstan,Soltüstik Qazaqstan,228238
Pavlodar,Pavlodar,52.3,76.95,Kazakhstan,Pavlodar,329002
Otar,Otar,43.5346,75.2139,Kazakhstan,Zhambyl,11238
Almaty,Almaty,43.325,76.915,Kazakhstan,Almaty,1209000
Bestobe,Bestobe,52.4997,73.0997,Kazakhstan,Aqmola,7189
Arys,Arys,42.4369,68.8048,Kazakhstan,Ongtüstik Qazaqstan,42648
Lenger,Lenger,42.1899,69.8799,Kazakhstan,Ongtüstik Qazaqstan,23058
Aqsu,Aqsu,52.4502,71.9597,Kazakhstan,Aqmola,8543
Temirtau,Temirtau,50.065,72.965,Kazakhstan,Qaraghandy,170600
Makinsk,Makinsk,52.6404,70.41,Kazakhstan,Aqmola,23020
Osakarovka,Osakarovka,50.5799,72.5699,Kazakhstan,Qaraghandy,7305
Qarqaraly,Qarqaraly,49.4249,75.4649,Kazakhstan,Qaraghandy,8195
Ekibastuz,Ekibastuz,51.73,75.3199,Kazakhstan,Pavlodar,127868
Zyryanovsk,Zyryanovsk,49.7453,84.2548,Kazakhstan,Shyghys Qazaqstan,49658
Komsomolets,Komsomolets,53.7506,62.0502,Kazakhstan,Qostanay,9838
Baykonur,Baykonur,45.6914,63.2413,Kazakhstan,Qyzylorda,36175
Erymentau,Erymentau,51.6303,73.1049,Kazakhstan,Aqmola,25141
Qarazhal,Qarazhal,48.0253,70.7999,Kazakhstan,Qaraghandy,22170
Tobol,Tobol,52.698,62.5749,Kazakhstan,Qostanay,7155
Shar,Shar,49.6003,81.0549,Kazakhstan,Shyghys Qazaqstan,9087
Semey,Semey,50.435,80.275,Kazakhstan,Shyghys Qazaqstan,311353
Boralday,Boralday,43.3341,76.8288,Kazakhstan,Almaty,20996
Zhetiqara,Zhetiqara,52.193,61.2399,Kazakhstan,Qostanay,46740
Aqadyr,Aqadyr,48.2749,72.8599,Kazakhstan,Qaraghandy,9710
Zharkent,Zharkent,44.1616,79.9801,Kazakhstan,Almaty,36496
Qulsary,Qulsary,46.9833,54.0165,Kazakhstan,Atyraū,37103
Balyqshy,Balyqshy,47.0666,51.8666,Kazakhstan,Atyraū,31624
Atyrau,Atyrau,47.1127,51.92,Kazakhstan,Atyraū,182753
Xiangkhoang,Xiangkhoang,19.3337,103.3666,Laos,Xiangkhouang,5189
Muang Phônsavan,Muang Phonsavan,19.45,103.2167,Laos,Xiangkhouang,
Vientiane,Vientiane,17.9667,102.6,Laos,Viangchan,754000
Ban Houayxay,Ban Houayxay,20.2775,100.4128,Laos,Bokèo,6347
Muang Phôn-Hông,Muang Phon-Hong,18.4957,102.4142,Laos,Viangchan,
Louang Namtha,Louang Namtha,20.95,101.4167,Laos,Louangnamtha,3225
Phongsali,Phongsali,21.6833,102.1,Laos,Phôngsali,6000
Thakhek,Thakhek,17.4112,104.8361,Laos,Khammouan,76928
Muang Pakxan,Muang Pakxan,18.3826,103.6586,Laos,Bolikhamxai,
Louangphrabang,Louangphrabang,19.8845,102.1416,Laos,Louangphabang,107142
Xaignabouri,Xaignabouri,19.2505,101.7501,Laos,Xaignabouli,16200
Savannakhet,Savannakhet,16.5376,104.773,Laos,Savannakhét,84898
Lamam,Lamam,15.4171,106.6946,Laos,Xékong,
Pakxe,Pakxe,15.1221,105.8183,Laos,Champasak,102775
Attapu,Attapu,14.808,106.839,Laos,Attapu,4297
Xam Nua,Xam Nua,20.4167,104.0333,Laos,Houaphan,38992
Muang Xai,Muang Xai,20.6923,101.9847,Laos,Oudômxai,
Saravan,Saravan,15.716,106.427,Laos,Salavan,5521
Champasak,Champasak,14.8833,105.8667,Laos,Champasak,12994
Beirut,Beirut,33.872,35.5097,Lebanon,Beyrouth,1846000
Zahlé,Zahle,33.8501,35.9042,Lebanon,Béqaa,78145
Baalbek,Baalbek,34.0058,36.2181,Lebanon,Baalbek-Hermel,
B'abda,B'abda,33.8333,35.5333,Lebanon,Mont-Liban,9000
Halba,Halba,34.5428,36.0797,Lebanon,Aakkâr,
Saida,Saida,33.563,35.3688,Lebanon,Liban-Sud,173894
Nabatiye et Tahta,Nabatiye et Tahta,33.3833,35.45,Lebanon,Nabatîyé,80000
Trablous,Trablous,34.42,35.87,Lebanon,Liban-Nord,530000
Castries,Castries,14.002,-61,Saint Lucia,Castries,37963
Gamprin,Gamprin,47.2197,9.5113,Liechtenstein,Gamprin,
Triesenberg,Triesenberg,47.1182,9.5444,Liechtenstein,Triesenberg,
Schaan,Schaan,47.1661,9.5096,Liechtenstein,Schaan,
Ruggell,Ruggell,47.2408,9.5247,Liechtenstein,Ruggell,
Mauren,Mauren,47.2205,9.5426,Liechtenstein,Mauren,
Eschen,Eschen,47.2109,9.5216,Liechtenstein,Eschen,
Triesen,Triesen,47.1101,9.524,Liechtenstein,Triesen,
Balzers,Balzers,47.0667,9.5025,Liechtenstein,Balzers,
Vaduz,Vaduz,47.1337,9.5167,Liechtenstein,Vaduz,36281
Planken,Planken,47.1844,9.5436,Liechtenstein,Planken,
Schellenberg,Schellenberg,47.2325,9.5463,Liechtenstein,Schellenberg,
Colombo,Colombo,6.932,79.8578,Sri Lanka,Western,217000
Ratnapura,Ratnapura,6.693,80.386,Sri Lanka,Sabaragamuwa,47832
Matara,Matara,5.949,80.5428,Sri Lanka,Southern,68244
Sri Jawewardenepura Kotte,Sri Jawewardenepura Kotte,6.9,79.95,Sri Lanka,Western,115826
Moratuwa,Moratuwa,6.7804,79.88,Sri Lanka,Western,200000
Anuradhapura,Anuradhapura,8.35,80.3833,Sri Lanka,North Central,118302
Galle,Galle,6.03,80.24,Sri Lanka,Southern,99478
Puttalan,Puttalan,8.033,79.826,Sri Lanka,North Western,45661
Kandy,Kandy,7.28,80.67,Sri Lanka,Central,111701
Badulla,Badulla,6.9837,81.0499,Sri Lanka,Uva,47587
Trincomalee,Trincomalee,8.569,81.233,Sri Lanka,Eastern,108420
Kilinochchi,Kilinochchi,9.4004,80.3999,Sri Lanka,Northern,103717
Batticaloa,Batticaloa,7.717,81.7,Sri Lanka,Eastern,129222
Jaffna,Jaffna,9.675,80.005,Sri Lanka,Northern,250000
Bopolu,Bopolu,7.0667,-10.4875,Liberia,Gbarpolu,
Voinjama,Voinjama,8.4167,-9.75,Liberia,Lofa,26594
Robertsport,Robertsport,6.7533,-11.3686,Liberia,Grand Cape Mount,11969
Buchanan,Buchanan,5.9161,-10.0525,Liberia,Grand Bassa,48315
Monrovia,Monrovia,6.3106,-10.8048,Liberia,Montserrado,1041000
Tubmanburg,Tubmanburg,6.8706,-10.8211,Liberia,Bomi,
Buchanan,Buchanan,5.8811,-10.0447,Liberia,Grand Bassa,
Zwedru,Zwedru,6.0704,-8.13,Liberia,Grand Gedeh,25678
Barclayville,Barclayville,4.8,-8.1667,Liberia,Grand Kru,2733
Rivercess,Rivercess,5.465,-9.578,Liberia,River Cess,2578
Fish Town,Fish Town,5.1974,-7.8758,Liberia,River Gee,
Gbarnga,Gbarnga,7.0104,-9.49,Liberia,Bong,45835
Kakata,Kakata,6.526,-10.349,Liberia,Margibi,33945
Sanniquellie,Sanniquellie,7.371,-8.685,Liberia,Nimba,11415
Greenville,Greenville,5.0111,-9.0388,Liberia,Sinoe,10374
Bensonville,Bensonville,6.4333,-10.6,Liberia,Montserrado,4089
Harper,Harper,4.3754,-7.717,Liberia,Maryland,32661
Maseru,Maseru,-29.3167,27.4833,Lesotho,Maseru,361324
Mokhotlong,Mokhotlong,-29.291,29.078,Lesotho,Mokhotlong,8809
Thaba-Tseka,Thaba-Tseka,-29.522,28.6084,Lesotho,Thaba-Tseka,
Moyeni,Moyeni,-30.411,27.716,Lesotho,Quthing,24130
Qacha’s Nek,Qacha's Nek,-30.1154,28.6894,Lesotho,Qacha’s Nek,
Mafetang,Mafetang,-29.8166,27.25,Lesotho,Mafeteng,57059
Hlotse,Hlotse,-28.878,28.056,Lesotho,Leribe,47675
Teyateyaneng,Teyateyaneng,-29.153,27.753,Lesotho,Berea,5115
Mohales Hoek,Mohales Hoek,-30.159,27.48,Lesotho,Mohale’s Hoek,24992
Butha-Buthe,Butha-Buthe,-28.75,28.25,Lesotho,Butha-Buthe,16330
Klaipėda,Klaipeda,55.7204,21.1199,Lithuania,Klaipėdos Miestas,192307
